species	b_label	b_effective_kms	star_key	teff_k	beta	beta_err	n_half_beta_cm2
Si II	0	1e-20	F8	6000	1.5252603362952785e-05	3.649694170585088e-06	25961657547.593388
Si II	0	1e-20	A6	8000	0.04720467559065369	0.010811173332447707	33047891004.885586
Si II	0	1e-20	A0	10000	13.621839469950482	2.719915868460743	43212002646.559395
Si II	0	1e-20	B5	15000	997.5979865473889	105.73049172845876	41463066464.15968
Si II	0	1e-20	B0	30000	57630.551098767115	5804.696075502013	44297975490.34201
Si II	0	1e-20	O0	50000	256041.31227762587	24546.310193348014	46001806472.92682
Si II	1	1.0	M6	3000	1.4853357844834906e-13	5.906601477409312e-14	6.634096264136368e+16
Si II	1	1.0	K1	5000	9.196848583117444e-08	1.7070109244701024e-08	261048850027372.06
Si II	1	1.0	F8	6000	1.5447805385231088e-05	2.2592204962835406e-06	43350500541503.04
Si II	1	1.0	A6	8000	0.047786784125217315	0.006713363683203459	7019849050737.463
Si II	1	1.0	A0	10000	13.78636727819614	1.6947990661856105	2769797730047.62
Si II	1	1.0	B5	15000	1009.2654555752189	67.16634654709708	924654711158.6102
Si II	1	1.0	B0	30000	58277.90257761088	3697.4511672575904	841071470671.8962
Si II	1	1.0	O0	50000	258938.07627753768	15601.99666551003	951211013712.168
Si II	10	10.0	M6	3000	1.8939278471375435e-13	7.532198155225599e-14	6.660956188532163e+17
Si II	10	10.0	K1	5000	9.355760738183773e-08	1.766317944859518e-08	3551133592964093.5
Si II	10	10.0	F8	6000	1.5938335902087177e-05	2.3430823279227255e-06	461416953390742.94
Si II	10	10.0	A6	8000	0.0478395394246321	0.006696521870741453	69494354838813.5
Si II	10	10.0	A0	10000	13.810932733962327	1.6865546837620806	27377872546742.33
Si II	10	10.0	B5	15000	1025.134388185577	66.78217110646574	8970576670635.564
Si II	10	10.0	B0	30000	58398.21305436793	3610.8220955301513	8106367357522.687
Si II	10	10.0	O0	50000	259332.87310929684	15263.485069572136	9164819676077.568
Si II	100	100.0	M6	3000	1.3264689500617692e-13	5.255430436893553e-14	6.928434785575572e+18
Si II	100	100.0	K1	5000	1.6560660646936632e-07	3.2557126529569325e-08	2.2555242034547104e+16
Si II	100	100.0	F8	6000	2.558626353616801e-05	3.922868393997179e-06	4962574579141769.0
Si II	100	100.0	A6	8000	0.05492036044676756	0.007685786997029291	834283274440424.6
Si II	100	100.0	A0	10000	18.119681424457262	2.142338278208632	300733430502218.06
Si II	100	100.0	B5	15000	1521.6892525533442	98.20663912434708	100709679728092.28
Si II	100	100.0	B0	30000	61111.51777639261	3805.757908556489	81212186518914.02
Si II	100	100.0	O0	50000	259601.80611022734	15256.426753125066	90927151116812.3
Si III	0	1e-20	M6	3000	5.712135571408977e-21	2.796501080605527e-22	24615044725.09801
Si III	0	1e-20	K1	5000	1.771856576889044e-11	8.674511957926096e-13	24615044725.09801
Si III	0	1e-20	F8	6000	1.322136599307505e-06	6.472809024212481e-08	24615046067.254272
Si III	0	1e-20	A6	8000	0.0005847360238721588	2.8627032780764328e-05	24615044725.57091
Si III	0	1e-20	A0	10000	0.1717767692196332	0.008409707968709408	24615044731.048347
Si III	0	1e-20	B5	15000	117.53594699610734	5.754227458687408	24615057332.655807
Si III	0	1e-20	B0	30000	16620.956447255063	813.4455046330107	24625557023.445023
Si III	0	1e-20	O0	50000	178545.838931348	8706.422499946211	24907748792.18384
Si III	1	1.0	M6	3000	5.774884428811505e-21	1.786477112232218e-22	360661966280.97034
Si III	1	1.0	K1	5000	1.7913196045558868e-11	5.541495413429442e-13	360661611649.16095
Si III	1	1.0	F8	6000	1.3366596739222524e-06	4.1349925385716645e-08	360661641416.8347
Si III	1	1.0	A6	8000	0.0005911590837287961	1.8287665497450987e-05	360661615640.9642
Si III	1	1.0	A0	10000	0.17366366033035505	0.005372332144903358	360661620105.2065
Si III	1	1.0	B5	15000	118.82702346472291	3.675944455391886	360661821049.12115
Si III	1	1.0	B0	30000	16803.539691983562	519.6489952674585	360850853189.69385
Si III	1	1.0	O0	50000	180509.61903020003	5559.63356082051	365789840794.98175
Si III	10	10.0	M6	3000	5.854239804577888e-21	1.7617419308900513e-22	3519463392722.9453
Si III	10	10.0	K1	5000	1.7935266562887197e-11	5.397640225283974e-13	3473492699022.6533
Si III	10	10.0	F8	6000	1.3386988089547405e-06	4.0289826505376196e-08	3474709157864.4487
Si III	10	10.0	A6	8000	0.0005920021101330227	1.7816955283406415e-05	3474287745768.62
Si III	10	10.0	A0	10000	0.17395027799569657	0.005235317372210625	3475226554861.964
Si III	10	10.0	B5	15000	118.92040226561761	3.5789387787629514	3471659496195.7925
Si III	10	10.0	B0	30000	16852.644793792664	507.0918618842979	3482482615499.4565
Si III	10	10.0	O0	50000	180782.72164017882	5418.4327113404115	3523678791828.7793
Si III	100	100.0	M6	3000	4.396359000955995e-21	1.3193577262071763e-22	32562249729830.098
Si III	100	100.0	K1	5000	1.618575191073343e-11	4.857291550290565e-13	33169235981551.29
Si III	100	100.0	F8	6000	1.334531707866913e-06	4.0049008949467195e-08	34453806237571.188
Si III	100	100.0	A6	8000	0.0005867823754177836	1.760908742775878e-05	34459356500921.652
Si III	100	100.0	A0	10000	0.18028214109034943	0.005410262843643229	35232246917355.57
Si III	100	100.0	B5	15000	122.60531956427414	3.680383911024891	37254738960895.336
Si III	100	100.0	B0	30000	21589.517975778417	647.7682255680506	38754927856277.14
Si III	100	100.0	O0	50000	180637.50920091322	5397.815845319043	34997971492640.96
P I	0	1e-20	M6	3000	7.056456042669747e-12	3.2371418307339566e-12	118445108731.37173
P I	0	1e-20	K1	5000	7.263334281918337e-06	1.8741105692294082e-06	36329377727.49381
P I	0	1e-20	F8	6000	0.0014799376465109402	0.00035533796358989565	39973531778.20176
P I	0	1e-20	A6	8000	4.0376119499399765	1.0219600460126124	30254771603.765984
P I	0	1e-20	A0	10000	75.77873606215839	18.037658539933393	30930202284.84301
P I	0	1e-20	B5	15000	719.6401154533863	171.2703571460969	30871875997.368095
P I	0	1e-20	B0	30000	6825.737623210805	1556.8342135545101	31968608933.08969
P I	0	1e-20	O0	50000	24168.531923356004	5587.946160312246	31531911005.430214
P I	1	1.0	M6	3000	5.7041285393836163e-11	1.0425300275338383e-11	4.8192415362969023e+20
P I	1	1.0	K1	5000	7.363013381764639e-06	1.1620465725539524e-06	4148956274950.301
P I	1	1.0	F8	6000	0.0014983005107265155	0.00022033514690815033	4530684809204.472
P I	1	1.0	A6	8000	4.087615852771883	0.6336225087127426	3537312920873.906
P I	1	1.0	A0	10000	76.71800379861718	11.17502762685615	3911032660192.678
P I	1	1.0	B5	15000	728.5616320719607	106.09449906544535	3952476108905.9526
P I	1	1.0	B0	30000	6910.4193397454965	962.8784308942339	4442633254760.844
P I	1	1.0	O0	50000	24468.29102928313	3458.423170438257	4243334128106.762
P I	10	10.0	M6	3000	5.685514656074815e-11	1.0667371498902866e-11	4.517390944673537e+21
P I	10	10.0	K1	5000	7.1962978461594015e-06	1.096634914165247e-06	41202943554797.16
P I	10	10.0	F8	6000	0.0015442437355019302	0.0002239914403753388	46241709016467.56
P I	10	10.0	A6	8000	4.086847101946808	0.6311145524807408	35192395115635.18
P I	10	10.0	A0	10000	76.71315727319198	11.13643300387401	38915583321343.73
P I	10	10.0	B5	15000	728.6708633497093	105.74457691780788	39334662067547.6
P I	10	10.0	B0	30000	6910.5111902981325	959.8394975629384	44212029975530.18
P I	10	10.0	O0	50000	24472.424295387962	3447.7411360689953	42231789594201.69
P I	100	100.0	M6	3000	5.388566390178651e-11	9.792486782893412e-12	4.899211318396277e+22
P I	100	100.0	K1	5000	9.510013791375564e-06	1.3955483433740423e-06	376433286165283.8
P I	100	100.0	F8	6000	0.0024343291354546074	0.00035169914344459845	411226357286202.75
P I	100	100.0	A6	8000	4.093796943585355	0.6242828276721457	360628876637653.06
P I	100	100.0	A0	10000	75.65138370390135	10.937845490243387	389309010638516.9
P I	100	100.0	B5	15000	709.2376905760026	102.02263794070565	393725082313634.0
P I	100	100.0	B0	30000	6875.836022691698	961.3899178150418	435567052666178.2
P I	100	100.0	O0	50000	24458.0713284105	3446.005903156497	421445169007760.94
P II	0	1e-20	M6	3000	1.415215010211377e-18	1.1756513105657676e-18	15260881097.055344
P II	0	1e-20	K1	5000	5.872750469722603e-11	4.4496456372582735e-11	15708940109.830938
P II	0	1e-20	F8	6000	9.352634605551262e-08	6.126746632525305e-08	16400015399.535135
P II	0	1e-20	A6	8000	0.0014330210044557767	0.000985807185608878	16170733007.150301
P II	0	1e-20	A0	10000	2.174915451835442	0.8600214382416979	18872878388.985165
P II	0	1e-20	B5	15000	64.72179657491856	23.859610503350417	20052695614.665268
P II	0	1e-20	B0	30000	1173.564333405289	442.55688593560575	20445785400.483536
P II	0	1e-20	O0	50000	3922.5611420205532	1461.452105686084	20281020035.359642
P II	1	1.0	M6	3000	1.4329680346739705e-18	7.159364073422181e-19	59724197183803.21
P II	1	1.0	K1	5000	5.950163779116615e-11	2.7116808698992328e-11	53225298869202.97
P II	1	1.0	F8	6000	9.477837289493441e-08	3.736004368209972e-08	44007033629800.27
P II	1	1.0	A6	8000	0.0014510277700618057	0.0006004440270341581	46870366626375.84
P II	1	1.0	A0	10000	2.2022162305507242	0.527300026962364	21923244126512.434
P II	1	1.0	B5	15000	65.53400485495214	14.718657093408801	16985822695306.668
P II	1	1.0	B0	30000	1188.2882735498872	273.35101817680396	15783116326318.043
P II	1	1.0	O0	50000	3971.7773058259777	902.2759411294692	16264171254001.027
P II	10	10.0	M6	3000	1.417007563824264e-18	7.074134064672297e-19	593567220243460.0
P II	10	10.0	K1	5000	7.59593689260356e-11	3.532269687223771e-11	611717516350957.5
P II	10	10.0	F8	6000	1.294457516082043e-07	5.458124622546293e-08	552906839641545.9
P II	10	10.0	A6	8000	0.0014508284920014517	0.0006002566549873812	468512620878207.8
P II	10	10.0	A0	10000	2.199549026406479	0.5266266201642431	218983969610113.53
P II	10	10.0	B5	15000	65.25458799521569	14.643095567383485	169489379891158.03
P II	10	10.0	B0	30000	1188.6592019746267	273.2542080305822	157754180066836.97
P II	10	10.0	O0	50000	3970.1171571407754	901.3063790972128	162496258769727.7
P II	100	100.0	M6	3000	1.4593596684844507e-18	7.272253901375913e-19	5978463031875759.0
P II	100	100.0	K1	5000	4.66404150755262e-10	2.3092009447198065e-10	6745080682911112.0
P II	100	100.0	F8	6000	5.312768415117179e-07	2.5731882926464376e-07	6340170498390792.0
P II	100	100.0	A6	8000	0.0016957450159658428	0.0007218409183990429	5313912060522137.0
P II	100	100.0	A0	10000	2.1947124796541653	0.5285100076182933	2239199052878729.8
P II	100	100.0	B5	15000	56.6317275268365	12.66439252925027	1651981496355891.0
P II	100	100.0	B0	30000	1126.0731485635667	258.77914200400056	1530614832828093.5
P II	100	100.0	O0	50000	3948.7251601132266	894.7316851892424	1628186517857351.0
P III	0	1e-20	M6	3000	6.7244640310411725e-21	5.59108154147063e-21	30165890276.41371
P III	0	1e-20	K1	5000	7.880774591785655e-12	6.552500414787889e-12	30165890276.41371
P III	0	1e-20	F8	6000	2.779043890137997e-08	2.310646755691176e-08	30165890276.413837
P III	0	1e-20	A6	8000	0.0001953104110926237	0.0001623915942261247	30165890276.41371
P III	0	1e-20	A0	10000	0.0731781729449794	0.060844273997532325	30165890276.41371
P III	0	1e-20	B5	15000	3.9356423597725847	3.2723050119650026	30165890276.41371
P III	0	1e-20	B0	30000	473.17562000302127	393.42369334722895	30165890276.41371
P III	0	1e-20	O0	50000	2645.9604731162713	2199.994035570848	30165890276.41371
P III	1	1.0	M6	3000	6.808734487054036e-21	3.406955398027447e-21	17785846344523.18
P III	1	1.0	K1	5000	7.979589514188041e-12	3.992854775051925e-12	17786029409077.387
P III	1	1.0	F8	6000	2.8138895773427863e-08	1.4080238607994665e-08	17786029409077.387
P III	1	1.0	A6	8000	0.00019775935603981353	9.895551490095803e-05	17786029409077.387
P III	1	1.0	A0	10000	0.07409573446090496	0.03707628150886259	17786029409077.387
P III	1	1.0	B5	15000	3.9849903254902985	1.994023329317677	17786029409077.387
P III	1	1.0	B0	30000	479.10864240186453	239.7380500815883	17786029409077.387
P III	1	1.0	O0	50000	2679.137462990248	1340.5961287984398	17786029409077.387
P III	10	10.0	M6	3000	5.8189299252831344e-21	2.909661297305569e-21	159189204918345.44
P III	10	10.0	K1	5000	7.979812669552231e-12	3.9902038783441154e-12	177708039160878.03
P III	10	10.0	F8	6000	2.8118455032928995e-08	1.406027715114428e-08	177534728824366.72
P III	10	10.0	A6	8000	0.00019797518355910309	9.89953489828998e-05	177928133135776.56
P III	10	10.0	A0	10000	0.07444971744725519	0.037228055610243074	178758324120521.9
P III	10	10.0	B5	15000	3.9887845298147306	1.9945497452634868	177894194173335.8
P III	10	10.0	B0	30000	479.64813723783027	239.84293836352268	177948281892058.66
P III	10	10.0	O0	50000	2679.1968746129455	1339.7011880325501	177697034256682.47
P III	100	100.0	M6	3000	4.034874373001036e-21	2.0174548549627832e-21	1877383538003259.8
P III	100	100.0	K1	5000	6.45381203221753e-12	3.226931899575472e-12	1712401283715297.0
P III	100	100.0	F8	6000	2.3499956756105196e-08	1.1750071577591726e-08	1696778189379448.2
P III	100	100.0	A6	8000	0.0002247905428472023	0.00011239635161878557	1866537116640147.0
P III	100	100.0	A0	10000	0.16000764815605098	0.08000564381964075	2613159504161552.5
P III	100	100.0	B5	15000	5.419436174697635	2.7097606525436113	2159811746226661.5
P III	100	100.0	B0	30000	552.1627658385142	276.0836687776442	1868923476585367.0
P III	100	100.0	O0	50000	2658.397456031228	1329.2087738990551	1767578276730076.2
S I	0	1e-20	M6	3000	4.5282471621186386e-11	2.2569153354599567e-11	121027883246.87598
S I	0	1e-20	K1	5000	1.0039037399578923e-06	2.938310282457485e-07	65640441302.53541
S I	0	1e-20	F8	6000	8.919398232525899e-05	2.594500035274276e-05	65430106594.09621
S I	0	1e-20	A6	8000	0.5093778484536056	0.1458562504585619	64974256877.31725
S I	0	1e-20	A0	10000	57.542925302554686	7.551300653867137	48861563062.15257
S I	0	1e-20	B5	15000	910.2527077663171	112.33199326355657	47319318145.014084
S I	0	1e-20	B0	30000	13554.178918387315	1654.7415079077446	46907830926.20361
S I	0	1e-20	O0	50000	46217.569196288954	5627.325626728162	47134561385.66984
S I	1	1.0	M6	3000	8.415671439173574e-10	2.1038285547262784e-10	1.7271525181438506e+20
S I	1	1.0	K1	5000	1.035278424029704e-06	1.8412625644231774e-07	5010403905279.025
